"travelCode","userCode","from","to","flightType","price","time","distance","agency","date"
1249,11,"Rio de Janeiro (RJ)","Aracaju (SE)","economic",796.42,1.55,597.61,"CloudFy","02/19/2021"
1250,11,"Recife (PE)","Natal (RN)","premium",488.73,0.58,222.67,"Rainbow","02/25/2021"
1250,11,"Natal (RN)","Recife (PE)","premium",579.62,0.58,222.67,"Rainbow","02/26/2021"
1251,11,"Recife (PE)","Natal (RN)","firstClass",628.96,0.58,222.67,"Rainbow","03/04/2021"
1251,11,"Natal (RN)","Recife (PE)","firstClass",806.91,0.58,222.67,"Rainbow","03/05/2021"
1252,11,"Brasilia (DF)","Aracaju (SE)","economic",721.2,1.11,425.98,"Rainbow","03/11/2021"
1252,11,"Aracaju (SE)","Brasilia (DF)","economic",548.62,1.11,425.98,"Rainbow","03/13/2021"
1253,11,"Aracaju (SE)","Sao Paulo (SP)","economic",446.73,1.02,392.76,"Rainbow","03/18/2021"
1253,11,"Sao Paulo (SP)","Aracaju (SE)","economic",647.9,1.02,392.76,"Rainbow","03/21/2021"
1254,11,"Brasilia (DF)","Campo Grande (MS)","firstClass",1096.58,0.72,277.7,"CloudFy","03/25/2021"
1254,11,"Campo Grande (MS)","Brasilia (DF)","firstClass",949.99,0.72,277.7,"CloudFy","03/29/2021"
1255,11,"Recife (PE)","Sao Paulo (SP)","firstClass",954.78,1.26,486.52,"FlyingDrops","04/01/2021"
1255,11,"Sao Paulo (SP)","Recife (PE)","firstClass",1464.89,1.26,486.52,"FlyingDrops","04/02/2021"
1256,11,"Aracaju (SE)","Recife (PE)","firstClass",1119.47,1.44,555.74,"Rainbow","04/08/2021"
1256,11,"Recife (PE)","Aracaju (SE)","firstClass",1181.19,1.44,555.74,"Rainbow","04/11/2021"
1257,11,"Brasilia (DF)","Natal (RN)","firstClass",1433.35,1.43,550.69,"FlyingDrops","04/15/2021"
1257,11,"Natal (RN)","Brasilia (DF)","firstClass",1192.62,1.43,550.69,"FlyingDrops","04/18/2021"
1258,11,"Aracaju (SE)","Campo Grande (MS)","economic",750.92,1.69,650.1,"CloudFy","04/22/2021"
1258,11,"Campo Grande (MS)","Aracaju (SE)","economic",886.9,1.69,650.1,"CloudFy","04/25/2021"
1259,11,"Recife (PE)","Rio de Janeiro (RJ)","firstClass",1611.14,2.3,885.57,"Rainbow","04/29/2021"
1259,11,"Rio de Janeiro (RJ)","Recife (PE)","firstClass",1617.81,2.3,885.57,"Rainbow","05/03/2021"
1260,11,"Aracaju (SE)","Campo Grande (MS)","premium",1021.53,1.69,650.1,"CloudFy","05/06/2021"
1260,11,"Campo Grande (MS)","Aracaju (SE)","premium",1215.45,1.69,650.1,"CloudFy","05/09/2021"
1261,11,"Recife (PE)","Salvador (BH)","firstClass",1470.41,2.05,788.55,"Rainbow","05/13/2021"
1261,11,"Salvador (BH)","Recife (PE)","firstClass",1440.25,2.05,788.55,"Rainbow","05/14/2021"
1262,11,"Recife (PE)","Sao Paulo (SP)","premium",657.87,1.26,486.52,"CloudFy","05/20/2021"
1262,11,"Sao Paulo (SP)","Recife (PE)","premium",1195.26,1.26,486.52,"CloudFy","05/24/2021"
1263,11,"Aracaju (SE)","Salvador (BH)","economic",964.83,2.16,830.86,"CloudFy","05/27/2021"
1263,11,"Salvador (BH)","Aracaju (SE)","economic",811.73,2.16,830.86,"CloudFy","05/31/2021"
1264,11,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1183.57,1.55,597.61,"CloudFy","06/03/2021"
1264,11,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1446.4,1.55,597.61,"CloudFy","06/05/2021"
1265,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1214.82,1.11,425.98,"Rainbow","06/10/2021"
1265,11,"Aracaju (SE)","Brasilia (DF)","firstClass",959.29,1.11,425.98,"Rainbow","06/12/2021"
1266,11,"Recife (PE)","Sao Paulo (SP)","economic",513.06,1.26,486.52,"CloudFy","06/17/2021"
1266,11,"Sao Paulo (SP)","Recife (PE)","economic",829.91,1.26,486.52,"CloudFy","06/18/2021"
1267,11,"Recife (PE)","Rio de Janeiro (RJ)","economic",908.93,2.3,885.57,"Rainbow","06/24/2021"
1267,11,"Rio de Janeiro (RJ)","Recife (PE)","economic",932.59,2.3,885.57,"Rainbow","06/28/2021"
1268,11,"Recife (PE)","Florianopolis (SC)","firstClass",1434.38,1.76,676.53,"FlyingDrops","07/01/2021"
1268,11,"Florianopolis (SC)","Recife (PE)","firstClass",1292.29,1.76,676.53,"FlyingDrops","07/05/2021"
1269,11,"Recife (PE)","Sao Paulo (SP)","premium",657.87,1.26,486.52,"CloudFy","07/08/2021"
1269,11,"Sao Paulo (SP)","Recife (PE)","premium",1195.26,1.26,486.52,"CloudFy","07/09/2021"
1270,11,"Brasilia (DF)","Rio de Janeiro (RJ)","premium",440.69,0.48,183.37,"Rainbow","07/15/2021"
1270,11,"Rio de Janeiro (RJ)","Brasilia (DF)","premium",435.67,0.48,183.37,"Rainbow","07/18/2021"
1271,11,"Brasilia (DF)","Recife (PE)","premium",559.13,0.63,242.21,"Rainbow","07/22/2021"
1271,11,"Recife (PE)","Brasilia (DF)","premium",638.63,0.63,242.21,"Rainbow","07/25/2021"
1272,11,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1189.86,1.55,597.61,"Rainbow","07/29/2021"
1272,11,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1386.46,1.55,597.61,"Rainbow","07/30/2021"
1273,11,"Brasilia (DF)","Salvador (BH)","economic",921.08,1.76,676.56,"Rainbow","08/05/2021"
1273,11,"Salvador (BH)","Brasilia (DF)","economic",609.83,1.76,676.56,"Rainbow","08/06/2021"
1274,11,"Aracaju (SE)","Florianopolis (SC)","economic",852.18,2.1,808.85,"Rainbow","08/12/2021"
1274,11,"Florianopolis (SC)","Aracaju (SE)","economic",819.41,2.1,808.85,"Rainbow","08/14/2021"
1275,11,"Brasilia (DF)","Campo Grande (MS)","firstClass",1009.71,0.72,277.7,"FlyingDrops","08/19/2021"
1275,11,"Campo Grande (MS)","Brasilia (DF)","firstClass",847.83,0.72,277.7,"FlyingDrops","08/20/2021"
1276,11,"Aracaju (SE)","Florianopolis (SC)","firstClass",1582.41,2.1,808.85,"Rainbow","08/26/2021"
1276,11,"Florianopolis (SC)","Aracaju (SE)","firstClass",1582.1,2.1,808.85,"Rainbow","08/27/2021"
1277,11,"Recife (PE)","Aracaju (SE)","premium",932.84,1.44,555.74,"CloudFy","09/02/2021"
1277,11,"Aracaju (SE)","Recife (PE)","premium",835.21,1.44,555.74,"CloudFy","09/06/2021"
1278,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1260.1,1.11,425.98,"CloudFy","09/09/2021"
1278,11,"Aracaju (SE)","Brasilia (DF)","firstClass",957.68,1.11,425.98,"CloudFy","09/12/2021"
1279,11,"Aracaju (SE)","Sao Paulo (SP)","firstClass",752.27,1.02,392.76,"Rainbow","09/16/2021"
1279,11,"Sao Paulo (SP)","Aracaju (SE)","firstClass",1159.84,1.02,392.76,"Rainbow","09/18/2021"
1280,11,"Recife (PE)","Brasilia (DF)","economic",393.68,0.63,242.21,"CloudFy","09/23/2021"
1280,11,"Brasilia (DF)","Recife (PE)","economic",432.1,0.63,242.21,"CloudFy","09/26/2021"
1281,11,"Recife (PE)","Rio de Janeiro (RJ)","economic",910.7,2.3,885.57,"CloudFy","09/30/2021"
1281,11,"Rio de Janeiro (RJ)","Recife (PE)","economic",952.83,2.3,885.57,"CloudFy","10/03/2021"
1282,11,"Recife (PE)","Natal (RN)","firstClass",628.96,0.58,222.67,"Rainbow","10/07/2021"
1282,11,"Natal (RN)","Recife (PE)","firstClass",806.91,0.58,222.67,"Rainbow","10/11/2021"
1283,11,"Brasilia (DF)","Sao Paulo (SP)","economic",538.95,0.67,257.81,"CloudFy","10/14/2021"
1283,11,"Sao Paulo (SP)","Brasilia (DF)","economic",389.47,0.67,257.81,"CloudFy","10/16/2021"
1284,11,"Brasilia (DF)","Salvador (BH)","economic",958.15,1.76,676.56,"CloudFy","10/21/2021"
1284,11,"Salvador (BH)","Brasilia (DF)","economic",587.85,1.76,676.56,"CloudFy","10/25/2021"
1285,11,"Brasilia (DF)","Natal (RN)","firstClass",1433.35,1.43,550.69,"FlyingDrops","10/28/2021"
1285,11,"Natal (RN)","Brasilia (DF)","firstClass",1192.62,1.43,550.69,"FlyingDrops","10/31/2021"
1286,11,"Aracaju (SE)","Sao Paulo (SP)","firstClass",756.3,1.02,392.76,"FlyingDrops","11/04/2021"
1286,11,"Sao Paulo (SP)","Aracaju (SE)","firstClass",1269.73,1.02,392.76,"FlyingDrops","11/07/2021"
1287,11,"Brasilia (DF)","Natal (RN)","economic",726.19,1.43,550.69,"Rainbow","11/11/2021"
1287,11,"Natal (RN)","Brasilia (DF)","economic",686.79,1.43,550.69,"Rainbow","11/13/2021"
1288,11,"Aracaju (SE)","Brasilia (DF)","firstClass",898.04,1.11,425.98,"FlyingDrops","11/18/2021"
1288,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1287.52,1.11,425.98,"FlyingDrops","11/19/2021"
1289,11,"Brasilia (DF)","Sao Paulo (SP)","firstClass",893.65,0.67,257.81,"CloudFy","11/25/2021"
1289,11,"Sao Paulo (SP)","Brasilia (DF)","firstClass",742.94,0.67,257.81,"CloudFy","11/26/2021"
1290,11,"Brasilia (DF)","Aracaju (SE)","economic",654.88,1.11,425.98,"CloudFy","12/02/2021"
1290,11,"Aracaju (SE)","Brasilia (DF)","economic",472.72,1.11,425.98,"CloudFy","12/05/2021"
1291,11,"Aracaju (SE)","Rio de Janeiro (RJ)","premium",1007.72,1.55,597.61,"CloudFy","12/09/2021"
1291,11,"Rio de Janeiro (RJ)","Aracaju (SE)","premium",1091.21,1.55,597.61,"CloudFy","12/12/2021"
1292,11,"Brasilia (DF)","Salvador (BH)","firstClass",1685.23,1.76,676.56,"CloudFy","12/16/2021"
1292,11,"Salvador (BH)","Brasilia (DF)","firstClass",1032.4,1.76,676.56,"CloudFy","12/18/2021"
1293,11,"Brasilia (DF)","Salvador (BH)","firstClass",1665.24,1.76,676.56,"Rainbow","12/23/2021"
1293,11,"Salvador (BH)","Brasilia (DF)","firstClass",1040.84,1.76,676.56,"Rainbow","12/27/2021"
1294,11,"Aracaju (SE)","Salvador (BH)","firstClass",1714.75,2.16,830.86,"FlyingDrops","12/30/2021"
1294,11,"Salvador (BH)","Aracaju (SE)","firstClass",1581.59,2.16,830.86,"FlyingDrops","01/03/2022"
1295,11,"Aracaju (SE)","Florianopolis (SC)","economic",852.18,2.1,808.85,"Rainbow","01/06/2022"
1295,11,"Florianopolis (SC)","Aracaju (SE)","economic",819.41,2.1,808.85,"Rainbow","01/10/2022"
1296,11,"Aracaju (SE)","Campo Grande (MS)","firstClass",1389.37,1.69,650.1,"CloudFy","01/13/2022"
1296,11,"Campo Grande (MS)","Aracaju (SE)","firstClass",1581.8,1.69,650.1,"CloudFy","01/16/2022"
1297,11,"Recife (PE)","Florianopolis (SC)","premium",1070.54,1.76,676.53,"Rainbow","01/20/2022"
1297,11,"Florianopolis (SC)","Recife (PE)","premium",1013.4,1.76,676.53,"Rainbow","01/21/2022"
1298,11,"Brasilia (DF)","Natal (RN)","firstClass",1433.35,1.43,550.69,"FlyingDrops","01/27/2022"
1298,11,"Natal (RN)","Brasilia (DF)","firstClass",1192.62,1.43,550.69,"FlyingDrops","01/30/2022"
1299,11,"Brasilia (DF)","Natal (RN)","economic",791.66,1.43,550.69,"CloudFy","02/03/2022"
1299,11,"Natal (RN)","Brasilia (DF)","economic",697.51,1.43,550.69,"CloudFy","02/04/2022"
1300,11,"Recife (PE)","Natal (RN)","firstClass",628.96,0.58,222.67,"Rainbow","02/10/2022"
1300,11,"Natal (RN)","Recife (PE)","firstClass",806.91,0.58,222.67,"Rainbow","02/14/2022"
1301,11,"Recife (PE)","Rio de Janeiro (RJ)","premium",1270.03,2.3,885.57,"CloudFy","02/17/2022"
1301,11,"Rio de Janeiro (RJ)","Recife (PE)","premium",1333.52,2.3,885.57,"CloudFy","02/18/2022"
1302,11,"Aracaju (SE)","Brasilia (DF)","economic",472.72,1.11,425.98,"CloudFy","02/24/2022"
1302,11,"Brasilia (DF)","Aracaju (SE)","economic",654.88,1.11,425.98,"CloudFy","02/25/2022"
1303,11,"Recife (PE)","Brasilia (DF)","economic",393.68,0.63,242.21,"CloudFy","03/03/2022"
1303,11,"Brasilia (DF)","Recife (PE)","economic",432.1,0.63,242.21,"CloudFy","03/07/2022"
1304,11,"Aracaju (SE)","Sao Paulo (SP)","firstClass",730.43,1.02,392.76,"CloudFy","03/10/2022"
1304,11,"Sao Paulo (SP)","Aracaju (SE)","firstClass",1186.15,1.02,392.76,"CloudFy","03/11/2022"
1305,11,"Brasilia (DF)","Aracaju (SE)","economic",654.88,1.11,425.98,"CloudFy","03/17/2022"
1305,11,"Aracaju (SE)","Brasilia (DF)","economic",472.72,1.11,425.98,"CloudFy","03/19/2022"
1306,11,"Aracaju (SE)","Rio de Janeiro (RJ)","premium",1007.72,1.55,597.61,"CloudFy","03/24/2022"
1306,11,"Rio de Janeiro (RJ)","Aracaju (SE)","premium",1091.21,1.55,597.61,"CloudFy","03/26/2022"
1307,11,"Recife (PE)","Salvador (BH)","firstClass",1484.94,2.05,788.55,"CloudFy","03/31/2022"
1307,11,"Salvador (BH)","Recife (PE)","firstClass",1440.02,2.05,788.55,"CloudFy","04/02/2022"
1308,11,"Aracaju (SE)","Salvador (BH)","firstClass",1684.05,2.16,830.86,"CloudFy","04/07/2022"
1308,11,"Salvador (BH)","Aracaju (SE)","firstClass",1531.92,2.16,830.86,"CloudFy","04/08/2022"
1309,11,"Brasilia (DF)","Campo Grande (MS)","firstClass",1009.71,0.72,277.7,"FlyingDrops","04/14/2022"
1309,11,"Campo Grande (MS)","Brasilia (DF)","firstClass",847.83,0.72,277.7,"FlyingDrops","04/18/2022"
1310,11,"Brasilia (DF)","Campo Grande (MS)","firstClass",1096.58,0.72,277.7,"CloudFy","04/21/2022"
1310,11,"Campo Grande (MS)","Brasilia (DF)","firstClass",949.99,0.72,277.7,"CloudFy","04/23/2022"
1311,11,"Recife (PE)","Brasilia (DF)","firstClass",697.22,0.63,242.21,"FlyingDrops","04/28/2022"
1311,11,"Brasilia (DF)","Recife (PE)","firstClass",691.39,0.63,242.21,"FlyingDrops","05/01/2022"
1312,11,"Brasilia (DF)","Salvador (BH)","premium",1346.6,1.76,676.56,"CloudFy","05/05/2022"
1312,11,"Salvador (BH)","Brasilia (DF)","premium",836.89,1.76,676.56,"CloudFy","05/09/2022"
1313,11,"Brasilia (DF)","Rio de Janeiro (RJ)","economic",344.26,0.48,183.37,"CloudFy","05/12/2022"
1313,11,"Rio de Janeiro (RJ)","Brasilia (DF)","economic",369.57,0.48,183.37,"CloudFy","05/13/2022"
1314,11,"Brasilia (DF)","Salvador (BH)","economic",921.08,1.76,676.56,"Rainbow","05/19/2022"
1314,11,"Salvador (BH)","Brasilia (DF)","economic",609.83,1.76,676.56,"Rainbow","05/21/2022"
1315,11,"Aracaju (SE)","Natal (RN)","firstClass",549.96,0.46,176.33,"Rainbow","05/26/2022"
1315,11,"Natal (RN)","Aracaju (SE)","firstClass",611.4,0.46,176.33,"Rainbow","05/28/2022"
1316,11,"Recife (PE)","Brasilia (DF)","economic",439.38,0.63,242.21,"Rainbow","06/02/2022"
1316,11,"Brasilia (DF)","Recife (PE)","economic",421.2,0.63,242.21,"Rainbow","06/04/2022"
1317,11,"Aracaju (SE)","Florianopolis (SC)","firstClass",1582.41,2.1,808.85,"Rainbow","06/09/2022"
1317,11,"Florianopolis (SC)","Aracaju (SE)","firstClass",1582.1,2.1,808.85,"Rainbow","06/10/2022"
1318,11,"Brasilia (DF)","Salvador (BH)","economic",958.15,1.76,676.56,"CloudFy","06/16/2022"
1318,11,"Salvador (BH)","Brasilia (DF)","economic",587.85,1.76,676.56,"CloudFy","06/20/2022"
1319,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1260.1,1.11,425.98,"CloudFy","06/23/2022"
1319,11,"Aracaju (SE)","Brasilia (DF)","firstClass",957.68,1.11,425.98,"CloudFy","06/26/2022"
1320,11,"Brasilia (DF)","Campo Grande (MS)","premium",831.7,0.72,277.7,"CloudFy","06/30/2022"
1320,11,"Campo Grande (MS)","Brasilia (DF)","premium",661.32,0.72,277.7,"CloudFy","07/04/2022"
1321,11,"Aracaju (SE)","Salvador (BH)","firstClass",1723.71,2.16,830.86,"Rainbow","07/07/2022"
1321,11,"Salvador (BH)","Aracaju (SE)","firstClass",1520.02,2.16,830.86,"Rainbow","07/10/2022"
1322,11,"Aracaju (SE)","Natal (RN)","economic",380.32,0.46,176.33,"Rainbow","07/14/2022"
1322,11,"Natal (RN)","Aracaju (SE)","economic",301.61,0.46,176.33,"Rainbow","07/16/2022"
1323,11,"Brasilia (DF)","Salvador (BH)","premium",1346.6,1.76,676.56,"CloudFy","07/21/2022"
1323,11,"Salvador (BH)","Brasilia (DF)","premium",836.89,1.76,676.56,"CloudFy","07/25/2022"
1324,11,"Aracaju (SE)","Natal (RN)","firstClass",549.96,0.46,176.33,"Rainbow","07/28/2022"
1324,11,"Natal (RN)","Aracaju (SE)","firstClass",611.4,0.46,176.33,"Rainbow","07/29/2022"
1325,11,"Brasilia (DF)","Salvador (BH)","premium",1346.6,1.76,676.56,"CloudFy","08/04/2022"
1325,11,"Salvador (BH)","Brasilia (DF)","premium",836.89,1.76,676.56,"CloudFy","08/07/2022"
1326,11,"Recife (PE)","Brasilia (DF)","premium",573.61,0.63,242.21,"CloudFy","08/11/2022"
1326,11,"Brasilia (DF)","Recife (PE)","premium",568.38,0.63,242.21,"CloudFy","08/13/2022"
1327,11,"Recife (PE)","Florianopolis (SC)","economic",803.39,1.76,676.53,"Rainbow","08/18/2022"
1327,11,"Florianopolis (SC)","Recife (PE)","economic",695.3,1.76,676.53,"Rainbow","08/21/2022"
1328,11,"Brasilia (DF)","Campo Grande (MS)","economic",629.54,0.72,277.7,"Rainbow","08/25/2022"
1328,11,"Campo Grande (MS)","Brasilia (DF)","economic",517.82,0.72,277.7,"Rainbow","08/29/2022"
1329,11,"Recife (PE)","Brasilia (DF)","firstClass",709.25,0.63,242.21,"CloudFy","09/01/2022"
1329,11,"Brasilia (DF)","Recife (PE)","firstClass",804.24,0.63,242.21,"CloudFy","09/05/2022"
1330,11,"Brasilia (DF)","Florianopolis (SC)","premium",1189.32,1.66,637.56,"CloudFy","09/08/2022"
1330,11,"Florianopolis (SC)","Brasilia (DF)","premium",885.37,1.66,637.56,"CloudFy","09/12/2022"
1331,11,"Brasilia (DF)","Natal (RN)","economic",726.19,1.43,550.69,"Rainbow","09/15/2022"
1331,11,"Natal (RN)","Brasilia (DF)","economic",686.79,1.43,550.69,"Rainbow","09/18/2022"
1332,11,"Recife (PE)","Aracaju (SE)","firstClass",1181.19,1.44,555.74,"Rainbow","09/22/2022"
1332,11,"Aracaju (SE)","Recife (PE)","firstClass",1119.47,1.44,555.74,"Rainbow","09/26/2022"
1333,11,"Aracaju (SE)","Sao Paulo (SP)","economic",446.73,1.02,392.76,"Rainbow","09/29/2022"
1333,11,"Sao Paulo (SP)","Aracaju (SE)","economic",647.9,1.02,392.76,"Rainbow","09/30/2022"
1334,11,"Brasilia (DF)","Aracaju (SE)","economic",721.2,1.11,425.98,"Rainbow","10/06/2022"
1334,11,"Aracaju (SE)","Brasilia (DF)","economic",548.62,1.11,425.98,"Rainbow","10/10/2022"
1335,11,"Recife (PE)","Brasilia (DF)","firstClass",709.25,0.63,242.21,"CloudFy","10/13/2022"
1335,11,"Brasilia (DF)","Recife (PE)","firstClass",804.24,0.63,242.21,"CloudFy","10/16/2022"
1336,11,"Recife (PE)","Aracaju (SE)","premium",932.22,1.44,555.74,"Rainbow","10/20/2022"
1336,11,"Aracaju (SE)","Recife (PE)","premium",875.41,1.44,555.74,"Rainbow","10/24/2022"
1337,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1260.1,1.11,425.98,"CloudFy","10/27/2022"
1337,11,"Aracaju (SE)","Brasilia (DF)","firstClass",957.68,1.11,425.98,"CloudFy","10/28/2022"
1338,11,"Aracaju (SE)","Natal (RN)","firstClass",549.96,0.46,176.33,"Rainbow","11/03/2022"
1338,11,"Natal (RN)","Aracaju (SE)","firstClass",611.4,0.46,176.33,"Rainbow","11/04/2022"
1339,11,"Aracaju (SE)","Campo Grande (MS)","premium",1116.83,1.69,650.1,"Rainbow","11/10/2022"
1339,11,"Campo Grande (MS)","Aracaju (SE)","premium",1146.95,1.69,650.1,"Rainbow","11/14/2022"
1340,11,"Recife (PE)","Campo Grande (MS)","firstClass",1069.12,1.39,535.4,"Rainbow","11/17/2022"
1340,11,"Campo Grande (MS)","Recife (PE)","firstClass",1185.95,1.39,535.4,"Rainbow","11/21/2022"
1341,11,"Brasilia (DF)","Campo Grande (MS)","premium",831.7,0.72,277.7,"CloudFy","11/24/2022"
1341,11,"Campo Grande (MS)","Brasilia (DF)","premium",661.32,0.72,277.7,"CloudFy","11/25/2022"
1342,11,"Recife (PE)","Florianopolis (SC)","premium",1074.75,1.76,676.53,"CloudFy","12/01/2022"
1342,11,"Florianopolis (SC)","Recife (PE)","premium",918.66,1.76,676.53,"CloudFy","12/04/2022"
1343,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1287.52,1.11,425.98,"FlyingDrops","12/08/2022"
1343,11,"Aracaju (SE)","Brasilia (DF)","firstClass",898.04,1.11,425.98,"FlyingDrops","12/11/2022"
1344,11,"Recife (PE)","Florianopolis (SC)","premium",1070.54,1.76,676.53,"Rainbow","12/15/2022"
1344,11,"Florianopolis (SC)","Recife (PE)","premium",1013.4,1.76,676.53,"Rainbow","12/17/2022"
1345,11,"Brasilia (DF)","Rio de Janeiro (RJ)","premium",457.95,0.48,183.37,"CloudFy","12/22/2022"
1345,11,"Rio de Janeiro (RJ)","Brasilia (DF)","premium",503.26,0.48,183.37,"CloudFy","12/24/2022"
1346,11,"Brasilia (DF)","Florianopolis (SC)","premium",1222.24,1.66,637.56,"Rainbow","12/29/2022"
1346,11,"Florianopolis (SC)","Brasilia (DF)","premium",814.55,1.66,637.56,"Rainbow","01/02/2023"
1347,11,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",586.04,0.48,183.37,"Rainbow","01/05/2023"
1347,11,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",687.25,0.48,183.37,"Rainbow","01/07/2023"
1348,11,"Brasilia (DF)","Aracaju (SE)","premium",987.07,1.11,425.98,"CloudFy","01/12/2023"
1348,11,"Aracaju (SE)","Brasilia (DF)","premium",755.62,1.11,425.98,"CloudFy","01/16/2023"
1349,11,"Recife (PE)","Sao Paulo (SP)","firstClass",980.83,1.26,486.52,"Rainbow","01/19/2023"
1349,11,"Sao Paulo (SP)","Recife (PE)","firstClass",1573.5,1.26,486.52,"Rainbow","01/20/2023"
1350,11,"Brasilia (DF)","Aracaju (SE)","premium",987.07,1.11,425.98,"CloudFy","01/26/2023"
1350,11,"Aracaju (SE)","Brasilia (DF)","premium",755.62,1.11,425.98,"CloudFy","01/29/2023"
1351,11,"Brasilia (DF)","Campo Grande (MS)","economic",583.6,0.72,277.7,"CloudFy","02/02/2023"
1351,11,"Campo Grande (MS)","Brasilia (DF)","economic",506.56,0.72,277.7,"CloudFy","02/04/2023"
1352,11,"Recife (PE)","Natal (RN)","economic",301.51,0.58,222.67,"CloudFy","02/09/2023"
1352,11,"Natal (RN)","Recife (PE)","economic",429.77,0.58,222.67,"CloudFy","02/13/2023"
1353,11,"Recife (PE)","Natal (RN)","economic",360.22,0.58,222.67,"Rainbow","02/16/2023"
1353,11,"Natal (RN)","Recife (PE)","economic",406.36,0.58,222.67,"Rainbow","02/20/2023"
1354,11,"Brasilia (DF)","Sao Paulo (SP)","firstClass",893.65,0.67,257.81,"CloudFy","02/23/2023"
1354,11,"Sao Paulo (SP)","Brasilia (DF)","firstClass",742.94,0.67,257.81,"CloudFy","02/26/2023"
1355,11,"Recife (PE)","Campo Grande (MS)","economic",615.59,1.39,535.4,"Rainbow","03/02/2023"
1355,11,"Campo Grande (MS)","Recife (PE)","economic",674.16,1.39,535.4,"Rainbow","03/05/2023"
1356,11,"Aracaju (SE)","Brasilia (DF)","premium",706.36,1.11,425.98,"Rainbow","03/09/2023"
1356,11,"Brasilia (DF)","Aracaju (SE)","premium",965.62,1.11,425.98,"Rainbow","03/12/2023"
1357,11,"Aracaju (SE)","Campo Grande (MS)","firstClass",1389.37,1.69,650.1,"CloudFy","03/16/2023"
1357,11,"Campo Grande (MS)","Aracaju (SE)","firstClass",1581.8,1.69,650.1,"CloudFy","03/17/2023"
1358,11,"Brasilia (DF)","Florianopolis (SC)","firstClass",1569.65,1.66,637.56,"FlyingDrops","03/23/2023"
1358,11,"Florianopolis (SC)","Brasilia (DF)","firstClass",1097.17,1.66,637.56,"FlyingDrops","03/27/2023"
1359,11,"Brasilia (DF)","Aracaju (SE)","economic",721.2,1.11,425.98,"Rainbow","03/30/2023"
1359,11,"Aracaju (SE)","Brasilia (DF)","economic",548.62,1.11,425.98,"Rainbow","03/31/2023"
1360,11,"Recife (PE)","Natal (RN)","firstClass",669.83,0.58,222.67,"CloudFy","04/06/2023"
1360,11,"Natal (RN)","Recife (PE)","firstClass",744.11,0.58,222.67,"CloudFy","04/10/2023"
1361,11,"Recife (PE)","Brasilia (DF)","premium",638.63,0.63,242.21,"Rainbow","04/13/2023"
1361,11,"Brasilia (DF)","Recife (PE)","premium",559.13,0.63,242.21,"Rainbow","04/15/2023"
1362,11,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",649.64,0.48,183.37,"CloudFy","04/20/2023"
1362,11,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",688.06,0.48,183.37,"CloudFy","04/22/2023"
1363,11,"Brasilia (DF)","Campo Grande (MS)","firstClass",1096.58,0.72,277.7,"CloudFy","04/27/2023"
1363,11,"Campo Grande (MS)","Brasilia (DF)","firstClass",949.99,0.72,277.7,"CloudFy","04/29/2023"
1364,11,"Brasilia (DF)","Florianopolis (SC)","firstClass",1576.97,1.66,637.56,"Rainbow","05/04/2023"
1364,11,"Florianopolis (SC)","Brasilia (DF)","firstClass",1087.18,1.66,637.56,"Rainbow","05/06/2023"
1365,11,"Brasilia (DF)","Natal (RN)","firstClass",1433.35,1.43,550.69,"FlyingDrops","05/11/2023"
1365,11,"Natal (RN)","Brasilia (DF)","firstClass",1192.62,1.43,550.69,"FlyingDrops","05/12/2023"
1366,11,"Brasilia (DF)","Aracaju (SE)","firstClass",1260.1,1.11,425.98,"CloudFy","05/18/2023"
1366,11,"Aracaju (SE)","Brasilia (DF)","firstClass",957.68,1.11,425.98,"CloudFy","05/21/2023"
1367,11,"Brasilia (DF)","Campo Grande (MS)","economic",583.6,0.72,277.7,"CloudFy","05/25/2023"
1367,11,"Campo Grande (MS)","Brasilia (DF)","economic",506.56,0.72,277.7,"CloudFy","05/27/2023"
1368,12,"Brasilia (DF)","Natal (RN)","economic",726.19,1.43,550.69,"Rainbow","09/26/2019"
1368,12,"Natal (RN)","Brasilia (DF)","economic",686.79,1.43,550.69,"Rainbow","09/27/2019"
1369,12,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",586.04,0.48,183.37,"Rainbow","10/03/2019"
1369,12,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",687.25,0.48,183.37,"Rainbow","10/06/2019"
1370,12,"Recife (PE)","Natal (RN)","firstClass",669.83,0.58,222.67,"CloudFy","10/10/2019"
